"","SiteCode","EventCode","Wt_g","Species","Length_mm"
"6502","Swamp.Hoagland","201506.Swamp.Hoagland",1.8,"Brook Trout",58
"6503","Swamp.Hoagland","201506.Swamp.Hoagland",2.1,"Brook Trout",59
"6504","Swamp.Hoagland","201506.Swamp.Hoagland",1.7,"Brook Trout",59
"6505","Swamp.Hoagland","201506.Swamp.Hoagland",2.2,"Brook Trout",60
"6506","Swamp.Hoagland","201506.Swamp.Hoagland",1.9,"Brook Trout",60
"6507","Swamp.Hoagland","201506.Swamp.Hoagland",2.3,"Brook Trout",62
"6508","Swamp.Hoagland","201506.Swamp.Hoagland",2.1,"Brook Trout",63
"6509","Swamp.Hoagland","201506.Swamp.Hoagland",11,"Brook Trout",106
"6510","Swamp.Hoagland","201506.Swamp.Hoagland",13.4,"Brook Trout",116
"6511","Swamp.Hoagland","201506.Swamp.Hoagland",14.4,"Brook Trout",119
"6512","Swamp.Hoagland","201506.Swamp.Hoagland",17.5,"Brook Trout",122
"6513","Swamp.Hoagland","201506.Swamp.Hoagland",20.4,"Brook Trout",128
"6514","Swamp.Hoagland","201506.Swamp.Hoagland",25.2,"Brook Trout",135
"6515","Swamp.Hoagland","201506.Swamp.Hoagland",32.1,"Brook Trout",146
"6516","Swamp.Hoagland","201506.Swamp.Hoagland",39.4,"Brook Trout",157
"6517","Swamp.Hoagland","201506.Swamp.Hoagland",117.9,"Brook Trout",234
"6518","Swamp.Hoagland","201506.Swamp.Hoagland",161.5,"Brook Trout",254
"6519","Swamp.Hoagland","201506.Swamp.Hoagland",221,"Brook Trout",275
"6520","Swamp.Hoagland","201506.Swamp.Hoagland",0.4,"Brook Trout",39
"6521","Swamp.Hoagland","201506.Swamp.Hoagland",0.6,"Brook Trout",42
"6522","Swamp.Hoagland","201506.Swamp.Hoagland",0.7,"Brook Trout",43
"6523","Swamp.Hoagland","201506.Swamp.Hoagland",0.6,"Brook Trout",44
"6524","Swamp.Hoagland","201506.Swamp.Hoagland",0.7,"Brook Trout",44
"6525","Swamp.Hoagland","201506.Swamp.Hoagland",0.9,"Brook Trout",46
"6526","Swamp.Hoagland","201506.Swamp.Hoagland",0.8,"Brook Trout",46
"6527","Swamp.Hoagland","201506.Swamp.Hoagland",0.8,"Brook Trout",47
"6528","Swamp.Hoagland","201506.Swamp.Hoagland",1,"Brook Trout",47
"6529","Swamp.Hoagland","201506.Swamp.Hoagland",1,"Brook Trout",48
"6530","Swamp.Hoagland","201506.Swamp.Hoagland",1.1,"Brook Trout",49
"6531","Swamp.Hoagland","201506.Swamp.Hoagland",1.1,"Brook Trout",49
"6532","Swamp.Hoagland","201506.Swamp.Hoagland",1.2,"Brook Trout",50
"6533","Swamp.Hoagland","201506.Swamp.Hoagland",1,"Brook Trout",51
"6534","Swamp.Hoagland","201506.Swamp.Hoagland",1,"Brook Trout",51
"6535","Swamp.Hoagland","201506.Swamp.Hoagland",1.5,"Brook Trout",52
"6536","Swamp.Hoagland","201506.Swamp.Hoagland",1.1,"Brook Trout",52
"6537","Swamp.Hoagland","201506.Swamp.Hoagland",1,"Brook Trout",52
"6538","Swamp.Hoagland","201506.Swamp.Hoagland",1.5,"Brook Trout",53
"6539","Swamp.Hoagland","201506.Swamp.Hoagland",1.3,"Brook Trout",53
"6540","Swamp.Hoagland","201506.Swamp.Hoagland",1.6,"Brook Trout",54
"6541","Swamp.Hoagland","201506.Swamp.Hoagland",1.8,"Brook Trout",56
"6542","Swamp.Hoagland","201506.Swamp.Hoagland",20.1,"Brook Trout",132
"6543","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",0.2,"Brook Trout",30
"6544","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",0.6,"Brook Trout",42
"6545","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",1,"Brook Trout",49
"6546","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",1.1,"Brook Trout",49
"6547","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",1.3,"Brook Trout",50
"6548","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",1.3,"Brook Trout",51
"6549","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",1.2,"Brook Trout",51
"6550","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",1.3,"Brook Trout",52
"6551","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",4.1,"Brook Trout",73
"6552","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",6.1,"Brook Trout",82
"6553","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",5.3,"Brook Trout",82
"6554","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",5.4,"Brook Trout",85
"6555","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",7.3,"Brook Trout",89
"6556","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",7.3,"Brook Trout",91
"6557","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",7.4,"Brook Trout",92
"6558","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",8.5,"Brook Trout",93
"6559","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",8.8,"Brook Trout",95
"6560","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",7.7,"Brook Trout",96
"6561","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",8.2,"Brook Trout",96
"6562","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",7.9,"Brook Trout",96
"6563","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",9.2,"Brook Trout",97
"6564","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",9.3,"Brook Trout",97
"6565","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",9.6,"Brook Trout",99
"6566","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",7.8,"Brook Trout",99
"6567","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",9.3,"Brook Trout",99
"6568","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",11.2,"Brook Trout",102
"6569","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",11.4,"Brook Trout",108
"6570","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",12.7,"Brook Trout",111
"6571","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",15.7,"Brook Trout",119
"6572","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",20.4,"Brook Trout",127
"6573","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",17.8,"Brook Trout",128
"6574","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",22.1,"Brook Trout",132
"6575","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",32.8,"Brook Trout",148
"6576","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",0.7,"Brook Trout",42
"6577","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",0.8,"Brook Trout",43
"6578","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",0.9,"Brook Trout",44
"6579","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",1.1,"Brook Trout",47
"6580","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",1.2,"Brook Trout",47
"6581","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",5.2,"Brook Trout",84
"6582","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",5.7,"Brook Trout",86
"6583","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",7.3,"Brook Trout",92
"6584","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",7.5,"Brook Trout",94
"6585","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",8.3,"Brook Trout",99
"6586","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",9.4,"Brook Trout",100
"6587","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",11.3,"Brook Trout",110
"6588","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",16.9,"Brook Trout",124
"6589","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",25.4,"Brook Trout",139
"6590","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",28.5,"Brook Trout",147
"6591","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",7,"Brook Trout",90
"6592","Brunnerdale.Ogdonia","201506.Brunnerdale.Ogdonia",14,"Brook Trout",112
"6593","DryHB.Hoagland","201506.DryHB.Hoagland",0.5,"Brook Trout",38
"6594","DryHB.Hoagland","201506.DryHB.Hoagland",0.6,"Brook Trout",40
"6595","DryHB.Hoagland","201506.DryHB.Hoagland",0.6,"Brook Trout",40
"6596","DryHB.Hoagland","201506.DryHB.Hoagland",0.6,"Brook Trout",40
"6597","DryHB.Hoagland","201506.DryHB.Hoagland",0.7,"Brook Trout",42
"6598","DryHB.Hoagland","201506.DryHB.Hoagland",0.7,"Brook Trout",42
"6599","DryHB.Hoagland","201506.DryHB.Hoagland",0.7,"Brook Trout",42
"6600","DryHB.Hoagland","201506.DryHB.Hoagland",0.8,"Brook Trout",43
"6601","DryHB.Hoagland","201506.DryHB.Hoagland",0.9,"Brook Trout",43
"6602","DryHB.Hoagland","201506.DryHB.Hoagland",0.8,"Brook Trout",44
"6603","DryHB.Hoagland","201506.DryHB.Hoagland",0.8,"Brook Trout",44
"6604","DryHB.Hoagland","201506.DryHB.Hoagland",1,"Brook Trout",44
"6605","DryHB.Hoagland","201506.DryHB.Hoagland",0.8,"Brook Trout",44
"6606","DryHB.Hoagland","201506.DryHB.Hoagland",0.8,"Brook Trout",44
"6607","DryHB.Hoagland","201506.DryHB.Hoagland",0.8,"Brook Trout",44
"6608","DryHB.Hoagland","201506.DryHB.Hoagland",0.8,"Brook Trout",45
"6609","DryHB.Hoagland","201506.DryHB.Hoagland",0.8,"Brook Trout",45
"6610","DryHB.Hoagland","201506.DryHB.Hoagland",0.8,"Brook Trout",45
"6611","DryHB.Hoagland","201506.DryHB.Hoagland",1,"Brook Trout",45
"6612","DryHB.Hoagland","201506.DryHB.Hoagland",0.9,"Brook Trout",45
"6613","DryHB.Hoagland","201506.DryHB.Hoagland",1.2,"Brook Trout",46
"6614","DryHB.Hoagland","201506.DryHB.Hoagland",0.8,"Brook Trout",46
"6615","DryHB.Hoagland","201506.DryHB.Hoagland",0.8,"Brook Trout",46
"6616","DryHB.Hoagland","201506.DryHB.Hoagland",0.8,"Brook Trout",46
"6617","DryHB.Hoagland","201506.DryHB.Hoagland",1,"Brook Trout",46
"6618","DryHB.Hoagland","201506.DryHB.Hoagland",0.9,"Brook Trout",46
"6619","DryHB.Hoagland","201506.DryHB.Hoagland",1,"Brook Trout",46
"6620","DryHB.Hoagland","201506.DryHB.Hoagland",1,"Brook Trout",47
"6621","DryHB.Hoagland","201506.DryHB.Hoagland",1,"Brook Trout",47
"6622","DryHB.Hoagland","201506.DryHB.Hoagland",1,"Brook Trout",47
"6623","DryHB.Hoagland","201506.DryHB.Hoagland",1.3,"Brook Trout",47
"6624","DryHB.Hoagland","201506.DryHB.Hoagland",1.3,"Brook Trout",47
"6625","DryHB.Hoagland","201506.DryHB.Hoagland",1.1,"Brook Trout",47
"6626","DryHB.Hoagland","201506.DryHB.Hoagland",1,"Brook Trout",47
"6627","DryHB.Hoagland","201506.DryHB.Hoagland",1,"Brook Trout",47
"6628","DryHB.Hoagland","201506.DryHB.Hoagland",1.1,"Brook Trout",47
"6629","DryHB.Hoagland","201506.DryHB.Hoagland",0.9,"Brook Trout",47
"6630","DryHB.Hoagland","201506.DryHB.Hoagland",0.8,"Brook Trout",48
"6631","DryHB.Hoagland","201506.DryHB.Hoagland",1.1,"Brook Trout",48
"6632","DryHB.Hoagland","201506.DryHB.Hoagland",1.2,"Brook Trout",48
"6633","DryHB.Hoagland","201506.DryHB.Hoagland",1,"Brook Trout",48
"6634","DryHB.Hoagland","201506.DryHB.Hoagland",1.2,"Brook Trout",48
"6635","DryHB.Hoagland","201506.DryHB.Hoagland",1.1,"Brook Trout",48
"6636","DryHB.Hoagland","201506.DryHB.Hoagland",1,"Brook Trout",48
"6637","DryHB.Hoagland","201506.DryHB.Hoagland",1.1,"Brook Trout",48
"6638","DryHB.Hoagland","201506.DryHB.Hoagland",0.9,"Brook Trout",48
"6639","DryHB.Hoagland","201506.DryHB.Hoagland",1.1,"Brook Trout",48
"6640","DryHB.Hoagland","201506.DryHB.Hoagland",1.1,"Brook Trout",48
"6641","DryHB.Hoagland","201506.DryHB.Hoagland",1,"Brook Trout",49
"6642","DryHB.Hoagland","201506.DryHB.Hoagland",1,"Brook Trout",49
"6643","DryHB.Hoagland","201506.DryHB.Hoagland",1.1,"Brook Trout",49
"6644","DryHB.Hoagland","201506.DryHB.Hoagland",1.1,"Brook Trout",49
"6645","DryHB.Hoagland","201506.DryHB.Hoagland",1.1,"Brook Trout",49
"6646","DryHB.Hoagland","201506.DryHB.Hoagland",1.3,"Brook Trout",50
"6647","DryHB.Hoagland","201506.DryHB.Hoagland",1.4,"Brook Trout",50
"6648","DryHB.Hoagland","201506.DryHB.Hoagland",1.1,"Brook Trout",50
"6649","DryHB.Hoagland","201506.DryHB.Hoagland",1.1,"Brook Trout",51
"6650","DryHB.Hoagland","201506.DryHB.Hoagland",1.3,"Brook Trout",51
"6651","DryHB.Hoagland","201506.DryHB.Hoagland",1.2,"Brook Trout",51
"6652","DryHB.Hoagland","201506.DryHB.Hoagland",1.2,"Brook Trout",51
"6653","DryHB.Hoagland","201506.DryHB.Hoagland",1.3,"Brook Trout",51
"6654","DryHB.Hoagland","201506.DryHB.Hoagland",1.3,"Brook Trout",51
"6655","DryHB.Hoagland","201506.DryHB.Hoagland",1.7,"Brook Trout",52
"6656","DryHB.Hoagland","201506.DryHB.Hoagland",1.3,"Brook Trout",52
"6657","DryHB.Hoagland","201506.DryHB.Hoagland",1.4,"Brook Trout",52
"6658","DryHB.Hoagland","201506.DryHB.Hoagland",1.7,"Brook Trout",53
"6659","DryHB.Hoagland","201506.DryHB.Hoagland",1.4,"Brook Trout",54
"6660","DryHB.Hoagland","201506.DryHB.Hoagland",1.6,"Brook Trout",54
"6661","DryHB.Hoagland","201506.DryHB.Hoagland",1.7,"Brook Trout",54
"6662","DryHB.Hoagland","201506.DryHB.Hoagland",1.2,"Brook Trout",55
"6663","DryHB.Hoagland","201506.DryHB.Hoagland",1.2,"Brook Trout",56
"6664","DryHB.Hoagland","201506.DryHB.Hoagland",1.6,"Brook Trout",57
"6665","DryHB.Hoagland","201506.DryHB.Hoagland",1.9,"Brook Trout",62
"6666","DryHB.Hoagland","201506.DryHB.Hoagland",8,"Brook Trout",91
"6667","DryHB.Hoagland","201506.DryHB.Hoagland",8.7,"Brook Trout",96
"6668","DryHB.Hoagland","201506.DryHB.Hoagland",8.5,"Brook Trout",96
"6669","DryHB.Hoagland","201506.DryHB.Hoagland",8.5,"Brook Trout",97
"6670","DryHB.Hoagland","201506.DryHB.Hoagland",8.8,"Brook Trout",100
"6671","DryHB.Hoagland","201506.DryHB.Hoagland",10.5,"Brook Trout",101
"6672","DryHB.Hoagland","201506.DryHB.Hoagland",9.6,"Brook Trout",101
"6673","DryHB.Hoagland","201506.DryHB.Hoagland",9.5,"Brook Trout",102
"6674","DryHB.Hoagland","201506.DryHB.Hoagland",9.9,"Brook Trout",102
"6675","DryHB.Hoagland","201506.DryHB.Hoagland",10.8,"Brook Trout",104
"6676","DryHB.Hoagland","201506.DryHB.Hoagland",11.4,"Brook Trout",104
"6677","DryHB.Hoagland","201506.DryHB.Hoagland",10,"Brook Trout",104
"6678","DryHB.Hoagland","201506.DryHB.Hoagland",10,"Brook Trout",104
"6679","DryHB.Hoagland","201506.DryHB.Hoagland",11,"Brook Trout",105
"6680","DryHB.Hoagland","201506.DryHB.Hoagland",11.1,"Brook Trout",105
"6681","DryHB.Hoagland","201506.DryHB.Hoagland",10.2,"Brook Trout",105
"6682","DryHB.Hoagland","201506.DryHB.Hoagland",11.3,"Brook Trout",108
"6683","DryHB.Hoagland","201506.DryHB.Hoagland",12.3,"Brook Trout",111
"6684","DryHB.Hoagland","201506.DryHB.Hoagland",11.2,"Brook Trout",111
"6685","DryHB.Hoagland","201506.DryHB.Hoagland",12.7,"Brook Trout",112
"6686","DryHB.Hoagland","201506.DryHB.Hoagland",13.9,"Brook Trout",113
"6687","DryHB.Hoagland","201506.DryHB.Hoagland",12.8,"Brook Trout",114
"6688","DryHB.Hoagland","201506.DryHB.Hoagland",15.1,"Brook Trout",115
"6689","DryHB.Hoagland","201506.DryHB.Hoagland",13.8,"Brook Trout",116
"6690","DryHB.Hoagland","201506.DryHB.Hoagland",13,"Brook Trout",117
"6691","DryHB.Hoagland","201506.DryHB.Hoagland",15.1,"Brook Trout",117
"6692","DryHB.Hoagland","201506.DryHB.Hoagland",15.4,"Brook Trout",117
"6693","DryHB.Hoagland","201506.DryHB.Hoagland",17.6,"Brook Trout",118
"6694","DryHB.Hoagland","201506.DryHB.Hoagland",14,"Brook Trout",120
"6695","DryHB.Hoagland","201506.DryHB.Hoagland",14.5,"Brook Trout",121
"6696","DryHB.Hoagland","201506.DryHB.Hoagland",16.5,"Brook Trout",122
"6697","DryHB.Hoagland","201506.DryHB.Hoagland",16.6,"Brook Trout",122
"6698","DryHB.Hoagland","201506.DryHB.Hoagland",20.3,"Brook Trout",123
"6699","DryHB.Hoagland","201506.DryHB.Hoagland",18.8,"Brook Trout",123
"6700","DryHB.Hoagland","201506.DryHB.Hoagland",16.7,"Brook Trout",124
"6701","DryHB.Hoagland","201506.DryHB.Hoagland",16.1,"Brook Trout",124
"6702","DryHB.Hoagland","201506.DryHB.Hoagland",19,"Brook Trout",126
"6703","DryHB.Hoagland","201506.DryHB.Hoagland",19.6,"Brook Trout",127
"6704","DryHB.Hoagland","201506.DryHB.Hoagland",19.1,"Brook Trout",128
"6705","DryHB.Hoagland","201506.DryHB.Hoagland",18.7,"Brook Trout",129
"6706","DryHB.Hoagland","201506.DryHB.Hoagland",20.8,"Brook Trout",131
"6707","DryHB.Hoagland","201506.DryHB.Hoagland",22.5,"Brook Trout",132
"6708","DryHB.Hoagland","201506.DryHB.Hoagland",22.2,"Brook Trout",133
"6709","DryHB.Hoagland","201506.DryHB.Hoagland",22.1,"Brook Trout",133
"6710","DryHB.Hoagland","201506.DryHB.Hoagland",18,"Brook Trout",134
"6711","DryHB.Hoagland","201506.DryHB.Hoagland",22.8,"Brook Trout",135
"6712","DryHB.Hoagland","201506.DryHB.Hoagland",22.4,"Brook Trout",136
"6713","DryHB.Hoagland","201506.DryHB.Hoagland",25.5,"Brook Trout",137
"6714","DryHB.Hoagland","201506.DryHB.Hoagland",28.5,"Brook Trout",141
"6715","DryHB.Hoagland","201506.DryHB.Hoagland",26.6,"Brook Trout",145
"6716","DryHB.Hoagland","201506.DryHB.Hoagland",31.9,"Brook Trout",148
"6717","DryHB.Hoagland","201506.DryHB.Hoagland",34.8,"Brook Trout",152
"6718","DryHB.Hoagland","201506.DryHB.Hoagland",30,"Brook Trout",153
"6719","DryHB.Hoagland","201506.DryHB.Hoagland",35.8,"Brook Trout",157
"6720","DryHB.Hoagland","201506.DryHB.Hoagland",38,"Brook Trout",157
"6721","DryHB.Hoagland","201506.DryHB.Hoagland",39.4,"Brook Trout",158
"6722","DryHB.Hoagland","201506.DryHB.Hoagland",47,"Brook Trout",165
"6723","DryHB.Hoagland","201506.DryHB.Hoagland",45.4,"Brook Trout",173
"6724","DryHB.Hoagland","201506.DryHB.Hoagland",78.3,"Brook Trout",194
"6725","DryHB.Hoagland","201506.DryHB.Hoagland",0.7,"Brook Trout",38
"6726","DryHB.Hoagland","201506.DryHB.Hoagland",0.8,"Brook Trout",44
"6727","DryHB.Hoagland","201506.DryHB.Hoagland",1,"Brook Trout",47
"6728","DryHB.Hoagland","201506.DryHB.Hoagland",0.8,"Brook Trout",47
"6729","DryHB.Hoagland","201506.DryHB.Hoagland",1.1,"Brook Trout",47
"6730","DryHB.Hoagland","201506.DryHB.Hoagland",1.1,"Brook Trout",48
"6731","DryHB.Hoagland","201506.DryHB.Hoagland",1,"Brook Trout",48
"6732","DryHB.Hoagland","201506.DryHB.Hoagland",1,"Brook Trout",49
"6733","DryHB.Hoagland","201506.DryHB.Hoagland",1.3,"Brook Trout",49
"6734","DryHB.Hoagland","201506.DryHB.Hoagland",1.2,"Brook Trout",51
"6735","DryHB.Hoagland","201506.DryHB.Hoagland",1.3,"Brook Trout",51
"6736","DryHB.Hoagland","201506.DryHB.Hoagland",1.6,"Brook Trout",54
"6737","DryHB.Hoagland","201506.DryHB.Hoagland",1.8,"Brook Trout",56
"6738","DryHB.Hoagland","201506.DryHB.Hoagland",8.8,"Brook Trout",98
"6739","DryHB.Hoagland","201506.DryHB.Hoagland",0.8,"Brook Trout",47
"6740","DryHB.Hoagland","201506.DryHB.Hoagland",1.4,"Brook Trout",52
"6741","DryHB.Hoagland","201506.DryHB.Hoagland",10.2,"Brook Trout",107
"6742","Painter.LittleBear","201506.Painter.LittleBear",0.3,"Brook Trout",34
"6743","Painter.LittleBear","201506.Painter.LittleBear",0.9,"Brook Trout",40
"6744","Painter.LittleBear","201506.Painter.LittleBear",0.8,"Brook Trout",43
"6745","Painter.LittleBear","201506.Painter.LittleBear",0.9,"Brook Trout",45
"6746","Painter.LittleBear","201506.Painter.LittleBear",1.1,"Brook Trout",49
"6747","Painter.LittleBear","201506.Painter.LittleBear",1.2,"Brook Trout",50
"6748","Painter.LittleBear","201506.Painter.LittleBear",1.1,"Brook Trout",51
"6749","Painter.LittleBear","201506.Painter.LittleBear",1.5,"Brook Trout",52
"6750","Painter.LittleBear","201506.Painter.LittleBear",1.2,"Brook Trout",52
"6751","Painter.LittleBear","201506.Painter.LittleBear",1.5,"Brook Trout",52
"6752","Painter.LittleBear","201506.Painter.LittleBear",12.4,"Brook Trout",104
"6753","Painter.LittleBear","201506.Painter.LittleBear",10.4,"Brook Trout",107
"6754","Painter.LittleBear","201506.Painter.LittleBear",13.5,"Brook Trout",110
"6755","Painter.LittleBear","201506.Painter.LittleBear",13.7,"Brook Trout",110
"6756","Painter.LittleBear","201506.Painter.LittleBear",13.4,"Brook Trout",111
"6757","Painter.LittleBear","201506.Painter.LittleBear",14.5,"Brook Trout",118
"6758","Painter.LittleBear","201506.Painter.LittleBear",17.1,"Brook Trout",122
"6759","Painter.LittleBear","201506.Painter.LittleBear",37.3,"Brook Trout",156
"6760","Painter.LittleBear","201506.Painter.LittleBear",50.2,"Brook Trout",175
"6761","Painter.LittleBear","201506.Painter.LittleBear",130.2,"Brook Trout",242
"6762","Painter.LittleBear","201506.Painter.LittleBear",0.7,"Brook Trout",46
"6763","Painter.LittleBear","201506.Painter.LittleBear",1,"Brook Trout",48
"6764","Red.LittleBear","201506.Red.LittleBear",0.3,"Brook Trout",32
"6765","Red.LittleBear","201506.Red.LittleBear",0.5,"Brook Trout",40
"6766","Red.LittleBear","201506.Red.LittleBear",0.7,"Brook Trout",40
"6767","Red.LittleBear","201506.Red.LittleBear",0.7,"Brook Trout",40
"6768","Red.LittleBear","201506.Red.LittleBear",0.6,"Brook Trout",42
"6769","Red.LittleBear","201506.Red.LittleBear",1.1,"Brook Trout",43
"6770","Red.LittleBear","201506.Red.LittleBear",0.5,"Brook Trout",44
"6771","Red.LittleBear","201506.Red.LittleBear",0.7,"Brook Trout",45
"6772","Red.LittleBear","201506.Red.LittleBear",0.8,"Brook Trout",45
"6773","Red.LittleBear","201506.Red.LittleBear",0.9,"Brook Trout",45
"6774","Red.LittleBear","201506.Red.LittleBear",0.8,"Brook Trout",45
"6775","Red.LittleBear","201506.Red.LittleBear",1,"Brook Trout",46
"6776","Red.LittleBear","201506.Red.LittleBear",1,"Brook Trout",46
"6777","Red.LittleBear","201506.Red.LittleBear",0.9,"Brook Trout",47
"6778","Red.LittleBear","201506.Red.LittleBear",1.1,"Brook Trout",47
"6779","Red.LittleBear","201506.Red.LittleBear",1.2,"Brook Trout",47
"6780","Red.LittleBear","201506.Red.LittleBear",1,"Brook Trout",49
"6781","Red.LittleBear","201506.Red.LittleBear",1.8,"Brook Trout",59
"6782","Red.LittleBear","201506.Red.LittleBear",7.1,"Brook Trout",93
"6783","Red.LittleBear","201506.Red.LittleBear",8.6,"Brook Trout",93
"6784","Red.LittleBear","201506.Red.LittleBear",9.2,"Brook Trout",93
"6785","Red.LittleBear","201506.Red.LittleBear",5.2,"Brook Trout",94
"6786","Red.LittleBear","201506.Red.LittleBear",9,"Brook Trout",97
"6787","Red.LittleBear","201506.Red.LittleBear",9.5,"Brook Trout",99
"6788","Red.LittleBear","201506.Red.LittleBear",10.4,"Brook Trout",100
"6789","Red.LittleBear","201506.Red.LittleBear",9.2,"Brook Trout",100
"6790","Red.LittleBear","201506.Red.LittleBear",12.6,"Brook Trout",102
"6791","Red.LittleBear","201506.Red.LittleBear",10.8,"Brook Trout",103
"6792","Red.LittleBear","201506.Red.LittleBear",12.5,"Brook Trout",106
"6793","Red.LittleBear","201506.Red.LittleBear",11,"Brook Trout",106
"6794","Red.LittleBear","201506.Red.LittleBear",12.3,"Brook Trout",108
"6795","Red.LittleBear","201506.Red.LittleBear",13.3,"Brook Trout",112
"6796","Red.LittleBear","201506.Red.LittleBear",12,"Brook Trout",114
"6797","Red.LittleBear","201506.Red.LittleBear",14.6,"Brook Trout",115
"6798","Red.LittleBear","201506.Red.LittleBear",14.8,"Brook Trout",115
"6799","Red.LittleBear","201506.Red.LittleBear",15.7,"Brook Trout",117
"6800","Red.LittleBear","201506.Red.LittleBear",15.8,"Brook Trout",117
"6801","Red.LittleBear","201506.Red.LittleBear",15,"Brook Trout",117
"6802","Red.LittleBear","201506.Red.LittleBear",17.3,"Brook Trout",118
"6803","Red.LittleBear","201506.Red.LittleBear",15,"Brook Trout",119
"6804","Red.LittleBear","201506.Red.LittleBear",16.2,"Brook Trout",120
"6805","Red.LittleBear","201506.Red.LittleBear",16.6,"Brook Trout",120
"6806","Red.LittleBear","201506.Red.LittleBear",17.2,"Brook Trout",122
"6807","Red.LittleBear","201506.Red.LittleBear",18.9,"Brook Trout",125
"6808","Red.LittleBear","201506.Red.LittleBear",19.8,"Brook Trout",128
"6809","Red.LittleBear","201506.Red.LittleBear",18.7,"Brook Trout",128
"6810","Red.LittleBear","201506.Red.LittleBear",19.9,"Brook Trout",133
"6811","Red.LittleBear","201506.Red.LittleBear",21.2,"Brook Trout",134
"6812","Red.LittleBear","201506.Red.LittleBear",23.4,"Brook Trout",137
"6813","Red.LittleBear","201506.Red.LittleBear",25.4,"Brook Trout",141
"6814","Red.LittleBear","201506.Red.LittleBear",28.2,"Brook Trout",143
"6815","Red.LittleBear","201506.Red.LittleBear",32.3,"Brook Trout",146
"6816","Red.LittleBear","201506.Red.LittleBear",50.7,"Brook Trout",175
"6817","Red.LittleBear","201506.Red.LittleBear",69.9,"Brook Trout",197
"6818","Red.LittleBear","201506.Red.LittleBear",81.9,"Brook Trout",206
"6819","Red.LittleBear","201506.Red.LittleBear",0.7,"Brook Trout",44
"6820","Red.LittleBear","201506.Red.LittleBear",1,"Brook Trout",45
"6821","Red.LittleBear","201506.Red.LittleBear",0.6,"Brook Trout",46
"6822","Red.LittleBear","201506.Red.LittleBear",8.3,"Brook Trout",98
"6823","Red.LittleBear","201506.Red.LittleBear",10,"Brook Trout",100
"6824","Red.LittleBear","201506.Red.LittleBear",10.5,"Brook Trout",103
"6825","Red.LittleBear","201506.Red.LittleBear",12.2,"Brook Trout",106
